x-axis,y-axis,z-axis,|time
9.80665|,0.7661445312499999,2.4516625,|1.280856856000014
9.80665|,0.7661445312499999,2.4516625,|1.2812122179999506
9.80665|,0.7661445312499999,2.4516625,|1.2815770600000178
9.80665|,-6.742071875,-2.7581203125,|1.2820071090000056
8.2743609375|,-6.742071875,-2.7581203125,|1.2824905439999839
8.2743609375|,-6.742071875,-2.7581203125,|1.2829430409999532
6.282385156249999|,-1.37906015625,-17.92778203125,|1.283339758000011
6.282385156249999|,-1.37906015625,-17.92778203125,|1.2837359530000185
6.282385156249999|,-1.37906015625,-17.92778203125,|1.2841403259999424
8.734047656249999|,-4.290409374999999,-8.2743609375,|1.2845836049999662
8.734047656249999|,-4.290409374999999,-8.2743609375,|1.2849484979999488
8.734047656249999|,-4.290409374999999,-8.2743609375,|1.2853045379999912
8.734047656249999|,-6.742071875,1.8387468749999998,|1.285693077000019
12.564770312499999|,-6.742071875,1.8387468749999998,|1.2860510439999189
12.564770312499999|,-6.742071875,1.8387468749999998,|1.2864085420000038
12.564770312499999|,-6.742071875,1.8387468749999998,|1.286761247999948
7.967903124999999|,-8.12113203125,1.37906015625,|1.2871180170000116
7.967903124999999|,-8.12113203125,1.37906015625,|1.2874731189999693
7.967903124999999|,-8.12113203125,1.37906015625,|1.287827022999977
5.66946953125|,-7.048529687499999,2.91134921875,|1.2881788439999582
5.66946953125|,-7.048529687499999,2.91134921875,|1.2886804039999333
5.66946953125|,-7.048529687499999,2.91134921875,|1.289234566999994
6.58884296875|,-7.6614453125,3.5242648437499997,|1.2898143549999759
6.58884296875|,-7.6614453125,3.5242648437499997,|1.2903628419999222
5.8226984375|,-7.50821640625,-1.0726023437499999,|1.290807213999983
5.8226984375|,-7.50821640625,-1.0726023437499999,|1.2912215339999875
5.8226984375|,-7.50821640625,-1.0726023437499999,|1.291635385999939
6.129156249999999|,-6.89530078125,-6.129156249999999,|1.292044758999964
6.129156249999999|,-6.89530078125,-6.129156249999999,|1.2925179329999992
6.129156249999999|,-6.89530078125,-2.29843359375,|1.293041732000006
5.209782812499999|,-8.2743609375,-2.29843359375,|1.2935371979999672
5.209782812499999|,-8.2743609375,-2.29843359375,|1.2940897989999485
6.4356140625|,-9.5001921875,3.6774937499999996,|1.2946331809999947
6.4356140625|,-9.5001921875,3.6774937499999996,|1.2951254700000163
4.903325|,-9.34696328125,5.209782812499999,|1.295596144000001
4.903325|,-9.34696328125,5.209782812499999,|1.2961459329999343
4.903325|,-9.34696328125,5.209782812499999,|1.2966815019999558
6.129156249999999|,-9.95987890625,5.05655390625,|1.2971384789999547
6.129156249999999|,-9.95987890625,5.05655390625,|1.297560352000005
6.129156249999999|,-11.645396875,5.97592734375,|1.2979723799999192
2.91134921875|,-11.645396875,5.97592734375,|1.2983856070000002
2.91134921875|,-11.645396875,5.97592734375,|1.2988411769999857
2.1452046874999997|,-9.04050546875,7.201758593749999,|1.299380704999976
2.1452046874999997|,-9.04050546875,7.201758593749999,|1.2998963789999607
2.1452046874999997|,-9.04050546875,7.6614453125,|1.3004162720000068
2.29843359375|,-14.86320390625,7.6614453125,|1.3009250709999378
2.29843359375|,-14.86320390625,7.6614453125,|1.3014851199999384
1.8387468749999998|,-7.50821640625,5.516240625,|1.3019715759999144
1.8387468749999998|,-7.50821640625,5.516240625,|1.3024053230000163
1.8387468749999998|,-7.50821640625,5.516240625,|1.3028230809999286
0.45968671874999995|,-11.79862578125,-0.612915625,|1.3032353699999248
0.45968671874999995|,-11.79862578125,-0.612915625,|1.3036891179999657
-1.22583125|,-8.427589843749999,-4.290409374999999,|1.304268073000003
-1.22583125|,-8.427589843749999,-4.290409374999999,|1.3048676519999844
0.9193734374999999|,-9.04050546875,-1.0726023437499999,|1.3054634819999364
0.9193734374999999|,-9.04050546875,-1.0726023437499999,|1.3059526459999233
0.9193734374999999|,-9.04050546875,-1.0726023437499999,|1.3063812369999823
-0.15322890625|,-4.903325,-5.66946953125,|1.3067999849999978
-0.15322890625|,-4.903325,-5.66946953125,|1.3072117009999147
-0.15322890625|,-4.903325,-5.66946953125,|1.3076221149999583
-1.22583125|,-7.354987499999999,-9.04050546875,|1.308033102999957
-1.22583125|,-7.354987499999999,-9.04050546875,|1.3085001309999598
-1.22583125|,-7.354987499999999,-5.8226984375,|1.309055075999936
-1.9919757812499999|,-9.04050546875,-5.8226984375,|1.3097318430000087
-1.9919757812499999|,-9.04050546875,0.0,|1.3103185059999305
-0.612915625|,-6.4356140625,0.0,|1.310928866999916
-0.612915625|,-6.4356140625,-0.612915625,|1.3115521449999505
-2.6048914062499997|,-8.12113203125,-0.612915625,|1.3122299529999282
-2.29843359375|,-8.12113203125,-6.58884296875,|1.3128403659999321
-2.29843359375|,-8.12113203125,-6.58884296875,|1.3133893209999314
-2.29843359375|,-8.12113203125,-6.58884296875,|1.313940984999931
-2.1452046874999997|,-7.201758593749999,-7.048529687499999,|1.3145520229999192
-2.1452046874999997|,-7.201758593749999,-7.048529687499999,|1.3151082169999881
-3.5242648437499997|,-8.734047656249999,-3.83072265625,|1.3155389959999866
-3.5242648437499997|,-8.734047656249999,-3.83072265625,|1.3160071709999102
-1.37906015625|,-5.209782812499999,-2.4516625,|1.316560136000021
-1.37906015625|,-5.209782812499999,-2.4516625,|1.3170540919999212
-1.37906015625|,-5.209782812499999,-2.4516625,|1.3174987759999794
-2.29843359375|,-3.5242648437499997,-10.726023437499999,|1.3179177319999553
-2.29843359375|,-3.5242648437499997,-10.726023437499999,|1.318333614999915
-2.29843359375|,-3.5242648437499997,-10.726023437499999,|1.318795592000015
-2.1452046874999997|,-2.1452046874999997,-16.08903515625,|1.3193387659999871
-2.1452046874999997|,-2.1452046874999997,-16.08903515625,|1.319885064999994
-3.3710359375|,-3.5242648437499997,-18.84715546875,|1.3204792799999723
-3.3710359375|,-3.5242648437499997,-18.84715546875,|1.3210159949999252
-2.4516625|,-2.91134921875,-16.2422640625,|1.3214864609999495
-2.4516625|,-2.91134921875,-16.2422640625,|1.321910365000008
-2.4516625|,-2.91134921875,-16.2422640625,|1.3223246860000017
-4.13718046875|,-3.83072265625,-10.726023437499999,|1.3227376520000007
-4.13718046875|,-3.83072265625,-10.726023437499999,|1.3231510349999098
-4.13718046875|,-3.83072265625,-10.726023437499999,|1.3236047819999612
-4.5968671875|,-5.363011718749999,-7.354987499999999,|1.324161289000017
-4.5968671875|,-5.363011718749999,-7.354987499999999,|1.3247260779999124
-12.411541406249999|,-4.903325,-8.8872765625,|1.3252169599999206
-12.411541406249999|,-4.903325,-8.8872765625,|1.3259875809999357
-8.427589843749999|,-5.97592734375,-11.03248125,|1.326480026000013
-8.427589843749999|,-5.97592734375,-11.03248125,|1.3269123149999587
-8.427589843749999|,-5.97592734375,-11.03248125,|1.3273272079999288
-6.4356140625|,-5.516240625,-11.18571015625,|1.3277356959999906
-6.4356140625|,-5.516240625,-11.18571015625,|1.3281493389999923
-6.4356140625|,-5.516240625,-11.18571015625,|1.3286375650000082
-1.8387468749999998|,-4.903325,-8.580818749999999,|1.3292140720000134
-1.8387468749999998|,-4.903325,-8.580818749999999,|1.3297400069999412
-5.363011718749999|,-4.13718046875,-12.871228125,|1.3302227119999088
-5.363011718749999|,-4.13718046875,-12.871228125,|1.330714688999933
-5.363011718749999|,-4.13718046875,-12.871228125,|1.3312007270000095
-3.9839515624999997|,-4.75009609375,-12.871228125,|1.3316256729999623
-3.9839515624999997|,-4.75009609375,-12.871228125,|1.3320395769999323
-3.9839515624999997|,-5.516240625,-11.645396875,|1.3324917620000178
-4.13718046875|,-5.516240625,-11.645396875,|1.3329175399999258
-4.13718046875|,-5.516240625,-11.645396875,|1.3333344650000072
-3.83072265625|,-5.66946953125,-9.95987890625,|1.3337836809999999
-3.83072265625|,-5.66946953125,-9.95987890625,|1.3343387300000131
-3.83072265625|,-5.66946953125,-9.95987890625,|1.334855288999961
-3.21780703125|,-5.363011718749999,-8.12113203125,|1.3353417969999555
-3.21780703125|,-5.363011718749999,-8.12113203125,|1.3358319499999425
-4.75009609375|,-5.363011718749999,-6.742071875,|1.3363472080000065
-4.75009609375|,-5.363011718749999,-6.742071875,|1.3367770489999202
-4.75009609375|,-5.363011718749999,-6.742071875,|1.3371967859999359
-7.354987499999999|,-9.34696328125,-8.734047656249999,|1.3376102729999957
-7.354987499999999|,-9.34696328125,-8.734047656249999,|1.338023395999926
-7.354987499999999|,-9.34696328125,-8.734047656249999,|1.3384681329999921
-2.6048914062499997|,-3.9839515624999997,-11.18571015625,|1.3390060979999134
-2.6048914062499997|,-3.9839515624999997,-11.18571015625,|1.3395431259999668
-0.7661445312499999|,-3.21780703125,-10.87925234375,|1.3400288010000168
-0.7661445312499999|,-3.21780703125,-10.87925234375,|1.3405357770000137
-0.7661445312499999|,-3.21780703125,-7.81467421875,|1.3411035859999174
0.15322890625|,-4.75009609375,-7.81467421875,|1.3416880099999844
0.15322890625|,-4.75009609375,-7.81467421875,|1.3422553499999594
0.0|,-4.290409374999999,-7.354987499999999,|1.3427204519999805
0.0|,-4.290409374999999,-7.354987499999999,|1.3431531569999606
0.0|,-6.4356140625,-7.201758593749999,|1.343684924999934
0.0|,-6.4356140625,-7.201758593749999,|1.3443277339999895
0.0|,-5.97592734375,-5.363011718749999,|1.3448573139999098
-0.612915625|,-5.97592734375,-5.363011718749999,|1.3453576239999165
-0.612915625|,-5.97592734375,-5.363011718749999,|1.3458690789999537
0.0|,-7.048529687499999,-3.83072265625,|1.3463390239999171
0.0|,-7.048529687499999,-3.83072265625,|1.3467567299999246
0.0|,-7.048529687499999,-3.83072265625,|1.3471700089999104
-0.3064578125|,-6.4356140625,-5.05655390625,|1.3475794339999538
-0.3064578125|,-6.4356140625,-5.05655390625,|1.3479915670000082
-0.3064578125|,-6.4356140625,-5.05655390625,|1.3484469809999382
0.0|,-6.742071875,-4.5968671875,|1.348916456999973
0.0|,-6.742071875,-4.5968671875,|1.3494615579999163
0.0|,-7.201758593749999,-3.6774937499999996,|1.3499772320000147
0.0|,-7.201758593749999,-3.6774937499999996,|1.3504506670000183
0.0|,-7.201758593749999,-4.44363828125,|1.3509444139999687
0.15322890625|,-6.58884296875,-4.44363828125,|1.3514244109999254
0.15322890625|,-6.58884296875,-4.44363828125,|1.3518449289999808
0.3064578125|,-5.97592734375,-5.209782812499999,|1.3522863329999382
0.3064578125|,-5.97592734375,-5.209782812499999,|1.3527080489999435
0.3064578125|,-5.97592734375,-5.209782812499999,|1.3531246619999138
0.3064578125|,-6.58884296875,-5.66946953125,|1.353579190000005
0.3064578125|,-6.58884296875,-5.66946953125,|1.3541289789999382
0.3064578125|,-6.58884296875,-5.363011718749999,|1.3546413189999384
0.45968671874999995|,-5.8226984375,-5.363011718749999,|1.3551273580000043
0.45968671874999995|,-5.8226984375,-5.363011718749999,|1.355615897000007
0.45968671874999995|,-6.282385156249999,-4.903325,|1.3560981339999216
0.45968671874999995|,-6.282385156249999,-4.903325,|1.3565612559999636
0.45968671874999995|,-6.282385156249999,-4.903325,|1.3569829719999689
0.7661445312499999|,-5.8226984375,-5.516240625,|1.3573988549999285
0.7661445312499999|,-5.8226984375,-5.516240625,|1.3578127590000122
0.7661445312499999|,-5.8226984375,-5.516240625,|1.3582279129999506
0.45968671874999995|,-6.129156249999999,-5.8226984375,|1.3586825459999545
0.45968671874999995|,-6.129156249999999,-5.8226984375,|1.3592361359999359
0.612915625|,-5.8226984375,-5.97592734375,|1.359830611999996
0.612915625|,-5.8226984375,-5.97592734375,|1.360434306000002
0.612915625|,-5.97592734375,-6.129156249999999,|1.360887375999937
0.612915625|,-5.97592734375,-6.129156249999999,|1.3613092489999872
0.612915625|,-5.97592734375,-6.129156249999999,|1.3616928929999403
0.612915625|,-5.209782812499999,-7.50821640625,|1.362080911000021
0.45968671874999995|,-5.209782812499999,-7.50821640625,|1.3625102839999954
0.45968671874999995|,-5.209782812499999,-7.50821640625,|1.3629802809999774
0.45968671874999995|,-5.66946953125,-7.354987499999999,|1.36336079900002
0.45968671874999995|,-5.66946953125,-7.354987499999999,|1.3637160060000042
0.45968671874999995|,-5.66946953125,-7.354987499999999,|1.3640725139999859
0.45968671874999995|,-5.66946953125,-7.048529687499999,|1.364515896999933
0.45968671874999995|,-5.363011718749999,-7.048529687499999,|1.3649883939999654
0.45968671874999995|,-5.363011718749999,-7.048529687499999,|1.3655649529999891
0.0|,-5.209782812499999,-7.6614453125,|1.3661248979999527
0.0|,-5.209782812499999,-7.6614453125,|1.366569113999958
0.0|,-5.66946953125,-8.2743609375,|1.3670584340000005
-0.3064578125|,-5.66946953125,-8.2743609375,|1.367614888999924
-0.3064578125|,-5.66946953125,-8.2743609375,|1.3680926469999122
-0.3064578125|,-5.363011718749999,-8.2743609375,|1.3685566539999172
-0.3064578125|,-5.363011718749999,-8.2743609375,|1.3689822769999864
-0.3064578125|,-5.363011718749999,-7.6614453125,|1.3694003470000098
-0.612915625|,-5.363011718749999,-7.6614453125,|1.3699232609999399
-0.612915625|,-5.363011718749999,-7.6614453125,|1.3706325279999874
-0.9193734374999999|,-5.66946953125,-7.354987499999999,|1.3711752849999357
-0.9193734374999999|,-5.66946953125,-7.354987499999999,|1.3716259589999709
-1.9919757812499999|,-6.129156249999999,-7.6614453125,|1.3721365809999497
-1.9919757812499999|,-6.129156249999999,-7.6614453125,|1.37271892199999
-1.9919757812499999|,-5.8226984375,-8.2743609375,|1.3731966269999702
-2.6048914062499997|,-5.8226984375,-8.2743609375,|1.3736190729999862
-2.6048914062499997|,-5.8226984375,-8.2743609375,|1.374036882999917
-3.5242648437499997|,-6.129156249999999,-9.04050546875,|1.3744871929999363
-3.5242648437499997|,-6.129156249999999,-9.04050546875,|1.3750331269999378
-3.5242648437499997|,-6.129156249999999,-9.04050546875,|1.3755657279999696
-3.83072265625|,-6.129156249999999,-8.427589843749999,|1.3760457769999448
-3.83072265625|,-6.129156249999999,-8.427589843749999,|1.376567596999962
-3.5242648437499997|,-6.89530078125,-6.89530078125,|1.3772141559999227
-3.5242648437499997|,-6.89530078125,-6.89530078125,|1.3778309229999195
-3.6774937499999996|,-6.282385156249999,-7.048529687499999,|1.3783364930000062
-3.6774937499999996|,-6.282385156249999,-7.048529687499999,|1.3787974279999844
-3.6774937499999996|,-6.282385156249999,-7.048529687499999,|1.379256226999928
-3.3710359375|,-6.282385156249999,-7.6614453125,|1.3797207559999833
-3.3710359375|,-6.282385156249999,-7.6614453125,|1.380331584999908
-3.0645781249999997|,-5.8226984375,-8.580818749999999,|1.380943456999944
-3.0645781249999997|,-5.8226984375,-8.580818749999999,|1.381516734999991
-2.4516625|,-6.4356140625,-8.427589843749999,|1.3820065759999807
-2.4516625|,-6.4356140625,-8.427589843749999,|1.3824367809999103
-2.4516625|,-6.4356140625,-8.427589843749999,|1.382851727000002
-1.68551796875|,-5.8226984375,-7.201758593749999,|1.383259953999982
-1.68551796875|,-5.8226984375,-7.201758593749999,|1.3836731279999412
-1.68551796875|,-5.8226984375,-7.201758593749999,|1.384063906999927
-1.22583125|,-6.129156249999999,-6.129156249999999,|1.3847774449999406
-1.22583125|,-6.129156249999999,-6.129156249999999,|1.3854100449999578
-0.9193734374999999|,-6.129156249999999,-6.58884296875,|1.385988895999958
-0.9193734374999999|,-6.129156249999999,-6.58884296875,|1.3865852469999709
0.0|,-4.13718046875,-8.2743609375,|1.3871620659999735
0.0|,-4.13718046875,-8.2743609375,|1.3877019069999506
-1.0726023437499999|,-3.3710359375,-10.726023437499999,|1.3881762269999172
-1.0726023437499999|,-3.3710359375,-10.726023437499999,|1.3887536199999886
-1.0726023437499999|,-6.4356140625,-8.427589843749999,|1.3892134079999323
-0.45968671874999995|,-6.4356140625,-8.427589843749999,|1.3895826770000212
-0.45968671874999995|,-6.4356140625,-8.427589843749999,|1.389942309999924
-0.45968671874999995|,-6.4356140625,-8.427589843749999,|1.3902996519999533
-0.9193734374999999|,-3.5242648437499997,-8.8872765625,|1.3906536599999981
-0.9193734374999999|,-3.5242648437499997,-8.8872765625,|1.3910093349999215
-0.9193734374999999|,-3.5242648437499997,-8.8872765625,|1.3913646459999427
0.0|,-7.967903124999999,-5.97592734375,|1.3917183940000086
0.0|,-7.967903124999999,-5.97592734375,|1.3920722980000164
0.0|,-7.967903124999999,-5.97592734375,|1.3925102639999523
-1.5322890624999999|,-3.6774937499999996,-4.290409374999999,|1.3930381779999834
-1.5322890624999999|,-3.6774937499999996,-4.290409374999999,|1.3936548409999432
-0.15322890625|,-7.81467421875,-5.97592734375,|1.3942457229999263
-0.15322890625|,-7.81467421875,-5.97592734375,|1.3946856679999655
-0.15322890625|,-7.81467421875,-5.97592734375,|1.3951041029999942
-1.8387468749999998|,-5.66946953125,-9.5001921875,|1.395516497000017
-1.8387468749999998|,-5.66946953125,-9.5001921875,|1.3959305569999287
-1.8387468749999998|,-5.66946953125,-9.5001921875,|1.3963767519999237
0.3064578125|,-5.66946953125,-8.8872765625,|1.396796385000016
0.3064578125|,-5.66946953125,-8.8872765625,|1.397208725999917
0.3064578125|,-5.66946953125,-8.8872765625,|1.3976637759999448
0.0|,-4.44363828125,-7.50821640625,|1.3982117409999546
0.0|,-4.44363828125,-7.50821640625,|1.3987171029999672
0.45968671874999995|,-5.363011718749999,-8.8872765625,|1.399198141999932
0.45968671874999995|,-5.363011718749999,-8.8872765625,|1.399693450999962
-0.45968671874999995|,-6.4356140625,-9.193734375,|1.4003898009999602
-0.45968671874999995|,-6.4356140625,-9.193734375,|1.4008514649999597
-0.45968671874999995|,-6.4356140625,-9.193734375,|1.401277608999976
-0.45968671874999995|,-6.129156249999999,-5.516240625,|1.401695626999981
-0.45968671874999995|,-6.129156249999999,-5.516240625,|1.4021103119999907
-0.45968671874999995|,-6.129156249999999,-5.516240625,|1.402568381999913
-0.45968671874999995|,-6.282385156249999,-4.44363828125,|1.403120618999992
-0.45968671874999995|,-6.282385156249999,-4.44363828125,|1.4036464490000071
-0.7661445312499999|,-7.201758593749999,-7.50821640625,|1.4041337379999277
-0.7661445312499999|,-7.201758593749999,-7.50821640625,|1.4046714950000023
-0.7661445312499999|,-7.201758593749999,-8.427589843749999,|1.4051591479999388
-0.7661445312499999|,-5.05655390625,-8.427589843749999,|1.4055871669999078
-0.7661445312499999|,-5.05655390625,-8.427589843749999,|1.4060012789999519
-0.7661445312499999|,-5.05655390625,-5.8226984375,|1.4064134120000062
-0.15322890625|,-6.129156249999999,-5.8226984375,|1.4068257010000025
-0.15322890625|,-6.129156249999999,-5.8226984375,|1.4072352299999693
-0.15322890625|,-5.66946953125,-7.81467421875,|1.407690644000013
-0.9193734374999999|,-5.66946953125,-7.81467421875,|1.4082740259999582
-0.9193734374999999|,-5.66946953125,-7.81467421875,|1.4088046480000003
-0.45968671874999995|,-5.209782812499999,-10.266336718749999,|1.4093027179999353
-0.45968671874999995|,-5.209782812499999,-10.266336718749999,|1.4098028710000108
-1.5322890624999999|,-4.75009609375,-9.04050546875,|1.4102725039999768
-1.5322890624999999|,-4.75009609375,-9.04050546875,|1.410696719999919
-1.5322890624999999|,-4.75009609375,-9.04050546875,|1.4111089570000104
-2.1452046874999997|,-6.4356140625,-8.12113203125,|1.4115229129999989
-2.1452046874999997|,-6.4356140625,-8.12113203125,|1.4119362440000032
-2.1452046874999997|,-6.4356140625,-8.12113203125,|1.412381449999998
-2.91134921875|,-6.742071875,-7.50821640625,|1.4128509779999376
-2.91134921875|,-6.742071875,-7.50821640625,|1.4134003499999608
-2.6048914062499997|,-5.66946953125,-7.048529687499999,|1.4139182119999987
-2.6048914062499997|,-5.66946953125,-7.048529687499999,|1.4144069069999432
-2.6048914062499997|,-5.66946953125,-7.048529687499999,|1.414910653999982
-3.0645781249999997|,-6.129156249999999,-8.12113203125,|1.4153888799999095
-3.0645781249999997|,-6.129156249999999,-8.12113203125,|1.415814970999918
-3.0645781249999997|,-6.129156249999999,-8.12113203125,|1.4162583019999602
-2.4516625|,-5.8226984375,-9.34696328125,|1.4166767890000074
-2.4516625|,-5.8226984375,-9.34696328125,|1.4170888699999296
-2.4516625|,-5.8226984375,-8.12113203125,|1.4175428779999493
-1.5322890624999999|,-5.97592734375,-8.12113203125,|1.4180907909999405
-1.5322890624999999|,-5.97592734375,-8.12113203125,|1.4186053199999833
-0.9193734374999999|,-5.97592734375,-7.354987499999999,|1.419084378999969
-0.9193734374999999|,-5.97592734375,-7.354987499999999,|1.4195759909999879
-0.612915625|,-5.209782812499999,-6.742071875,|1.4200591649999978
-0.612915625|,-5.209782812499999,-6.742071875,|1.4205129649999435
-0.612915625|,-5.209782812499999,-6.742071875,|1.4209365039999966
-0.612915625|,-5.8226984375,-8.2743609375,|1.4213530119999405
-0.612915625|,-5.8226984375,-8.2743609375,|1.421761915999923
-0.612915625|,-5.8226984375,-8.2743609375,|1.4221744129999934
-0.7661445312499999|,-5.516240625,-9.193734375,|1.4226313379999738
-0.7661445312499999|,-5.516240625,-9.193734375,|1.4231783139999834
-0.7661445312499999|,-5.516240625,-7.50821640625,|1.4236922689999574
-0.3064578125|,-5.8226984375,-7.50821640625,|1.4241771099999596
-0.3064578125|,-5.8226984375,-7.50821640625,|1.4247050239999908
-0.3064578125|,-5.209782812499999,-6.89530078125,|1.4251855939999132
-0.3064578125|,-5.209782812499999,-6.89530078125,|1.425610956000014
-0.3064578125|,-5.209782812499999,-6.89530078125,|1.426021473999981
-0.45968671874999995|,-6.129156249999999,-8.12113203125,|1.4264337629999773
-0.45968671874999995|,-6.129156249999999,-8.12113203125,|1.426845739999976
-0.45968671874999995|,-6.129156249999999,-8.12113203125,|1.4272541230000115
-0.7661445312499999|,-5.97592734375,-7.50821640625,|1.4277144849999104
-0.7661445312499999|,-5.97592734375,-7.50821640625,|1.428328439999973
-0.15322890625|,-5.97592734375,-5.8226984375,|1.4289992689999735
-0.15322890625|,-5.97592734375,-5.8226984375,|1.4295635369999218
-0.3064578125|,-5.8226984375,-6.742071875,|1.4300934289999532
-0.3064578125|,-5.8226984375,-6.742071875,|1.4305438960000174
-0.3064578125|,-5.8226984375,-6.742071875,|1.4309628510000039
-0.3064578125|,-5.66946953125,-8.734047656249999,|1.431375193000008
-0.3064578125|,-5.66946953125,-8.734047656249999,|1.4317920129999493
-0.3064578125|,-5.66946953125,-8.734047656249999,|1.4322329999999965
-0.15322890625|,-5.363011718749999,-8.2743609375,|1.4327211219999754
-0.15322890625|,-5.363011718749999,-8.2743609375,|1.4332577860000129
0.0|,-5.363011718749999,-7.201758593749999,|1.4338677299999745
0.0|,-5.363011718749999,-7.201758593749999,|1.4343390819999513
0.0|,-5.363011718749999,-7.201758593749999,|1.4347736099999793
0.0|,-5.516240625,-7.201758593749999,|1.4352704819999644
0.0|,-5.516240625,-7.201758593749999,|1.4358377709999104
-0.3064578125|,-5.66946953125,-7.81467421875,|1.4364013089999617
-0.3064578125|,-5.66946953125,-7.81467421875,|1.4368642229999296
-0.3064578125|,-5.8226984375,-7.048529687499999,|1.4372905230000015
-0.3064578125|,-5.8226984375,-7.048529687499999,|1.4377415619999283
-0.3064578125|,-5.8226984375,-7.048529687499999,|1.4382939539999597
-0.3064578125|,-5.97592734375,-6.129156249999999,|1.4388191079999615
-0.3064578125|,-5.97592734375,-6.129156249999999,|1.4393062399999508
-0.3064578125|,-5.66946953125,-6.89530078125,|1.4397957679999536
-0.3064578125|,-5.66946953125,-6.89530078125,|1.4403749319999406
-0.3064578125|,-5.66946953125,-6.89530078125,|1.4408587829999533
-0.45968671874999995|,-5.516240625,-8.12113203125,|1.4412914889999229
-0.45968671874999995|,-5.516240625,-8.12113203125,|1.4419652870000164
-0.45968671874999995|,-5.363011718749999,-8.2743609375,|1.4424933569999894
-0.45968671874999995|,-5.363011718749999,-8.2743609375,|1.4430646559999332
-0.612915625|,-5.363011718749999,-8.2743609375,|1.4436155899999221
-0.612915625|,-5.363011718749999,-8.2743609375,|1.4441167850000056
-0.612915625|,-5.8226984375,-7.967903124999999,|1.4446890729999495
-0.9193734374999999|,-5.8226984375,-7.967903124999999,|1.445269799000016
-0.9193734374999999|,-5.8226984375,-7.967903124999999,|1.445754275000013
-0.9193734374999999|,-5.97592734375,-6.89530078125,|1.4461841159999267
-0.9193734374999999|,-5.97592734375,-6.89530078125,|1.4465991139999232
-0.9193734374999999|,-5.97592734375,-6.89530078125,|1.4470069760000115
-0.9193734374999999|,-5.66946953125,-6.4356140625,|1.447420723999926
-0.9193734374999999|,-5.66946953125,-6.4356140625,|1.44787415899998
-1.37906015625|,-5.97592734375,-7.50821640625,|1.448465509000016
-1.37906015625|,-5.97592734375,-7.50821640625,|1.4489842039999985
-1.37906015625|,-5.97592734375,-7.50821640625,|1.4494687330000033
-1.9919757812499999|,-5.66946953125,-9.04050546875,|1.4499552400000084
-1.9919757812499999|,-5.66946953125,-9.04050546875,|1.4505182059999697
-2.1452046874999997|,-5.8226984375,-9.04050546875,|1.4509920570000077
-2.1452046874999997|,-5.8226984375,-9.04050546875,|1.4514214299999821
-2.1452046874999997|,-5.8226984375,-9.04050546875,|1.4518379899999445
-2.1452046874999997|,-6.129156249999999,-7.6614453125,|1.4522989769999413
-2.1452046874999997|,-6.129156249999999,-7.6614453125,|1.4528347549999125
-1.9919757812499999|,-6.58884296875,-7.201758593749999,|1.4534356369999841
-1.9919757812499999|,-6.58884296875,-7.201758593749999,|1.4540504770000098
-1.68551796875|,-6.282385156249999,-7.048529687499999,|1.454604379999978
-1.68551796875|,-6.282385156249999,-7.048529687499999,|1.4550312000000076
-1.68551796875|,-6.282385156249999,-7.048529687499999,|1.4554993219999233
-0.7661445312499999|,-4.5968671875,-7.81467421875,|1.4560438500000146
-0.7661445312499999|,-4.5968671875,-7.81467421875,|1.45656363899991
-0.7661445312499999|,-6.129156249999999,-7.81467421875,|1.457055875999913
-0.7661445312499999|,-6.129156249999999,-7.81467421875,|1.4575604039999916
-0.7661445312499999|,-6.129156249999999,-7.81467421875,|1.4581278489999931
-0.7661445312499999|,-5.363011718749999,-7.50821640625,|1.4586481059999414
-0.7661445312499999|,-5.363011718749999,-7.50821640625,|1.4591306549999672
-0.3064578125|,-5.209782812499999,-7.201758593749999,|1.4596097149999423
-0.3064578125|,-5.209782812499999,-7.201758593749999,|1.4601043469999695
-0.3064578125|,-5.209782812499999,-7.201758593749999,|1.4605773659999386
-0.7661445312499999|,-5.66946953125,-8.580818749999999,|1.4609713219999776
-0.7661445312499999|,-5.66946953125,-8.580818749999999,|1.4613311629999544
-0.7661445312499999|,-5.66946953125,-8.580818749999999,|1.4616885049999837
-0.612915625|,-5.97592734375,-8.2743609375,|1.4620459509999364
-0.612915625|,-5.97592734375,-8.2743609375,|1.4624001669999416
-0.612915625|,-5.97592734375,-8.2743609375,|1.4627710510000043
-0.3064578125|,-5.209782812499999,-6.89530078125,|1.4632120379999378
-0.3064578125|,-5.209782812499999,-6.89530078125,|1.4636909409999816
-0.3064578125|,-5.209782812499999,-6.89530078125,|1.464132448999976
-0.15322890625|,-5.363011718749999,-6.742071875,|1.464575310999976
-0.15322890625|,-5.363011718749999,-6.742071875,|1.4649887460000173
-0.15322890625|,-5.363011718749999,-6.742071875,|1.4654454099999157
-0.612915625|,-6.282385156249999,-7.6614453125,|1.4659479590000046
-0.612915625|,-6.282385156249999,-7.6614453125,|1.4663394670000116
-0.612915625|,-6.282385156249999,-7.6614453125,|1.4666986839999936
-0.3064578125|,-5.66946953125,-7.048529687499999,|1.4670532129999856
-0.3064578125|,-5.66946953125,-7.048529687499999,|1.4674061800000118
-0.3064578125|,-5.66946953125,-7.048529687499999,|1.4677605529999482
0.0|,-5.8226984375,-6.129156249999999,|1.4681141439999692
0.0|,-5.8226984375,-6.129156249999999,|1.4685656519999384
0.0|,-5.8226984375,-6.129156249999999,|1.469087419999937
