time,|spark
78517|,|350
78518|,|356
78519|,|358
78520|,|352
78521|,|348
78521|,|341
78522|,|327
78523|,|315
78524|,|307
78525|,|316
78526|,|434
78526|,|776
78527|,|669
78528|,|2
78529|,|707
78530|,|1013
78530|,|758
78531|,|423
78532|,|358
78533|,|347
78534|,|353
78535|,|359
78535|,|363
78536|,|365
78537|,|371
78538|,|393
78539|,|382
78540|,|377
78540|,|370
78541|,|373
78542|,|378
78543|,|379
78544|,|373
78545|,|370
78545|,|365
78546|,|357
78547|,|351
78548|,|342
78550|,|344
78551|,|412
78551|,|813
78552|,|685
78553|,|82
78554|,|531
78555|,|876
78555|,|807
78556|,|476
78557|,|346
78558|,|325
78559|,|325
78560|,|333
78560|,|339
78561|,|341
78562|,|345
78563|,|368
78564|,|359
78565|,|352
78565|,|345
78566|,|342
78567|,|351
78568|,|356
78569|,|350
78570|,|346
78570|,|342
78571|,|337
78572|,|332
78573|,|325
78574|,|324
78575|,|374
78575|,|1023
78576|,|691
78577|,|89
78578|,|733
78579|,|1012
78580|,|787
78580|,|430
78581|,|340
78582|,|325
78583|,|321
78584|,|329
78585|,|335
78585|,|337
78586|,|339
78587|,|362
78588|,|351
78589|,|348
78590|,|342
78590|,|341
78592|,|350
78593|,|351
78594|,|346
78595|,|338
78596|,|328
78596|,|320
78597|,|317
78598|,|312
78599|,|310
78600|,|348
78601|,|893
78601|,|730
78602|,|150
78603|,|638
78604|,|897
78605|,|1023
78606|,|702
78606|,|359
78607|,|334
78608|,|329
78609|,|335
78610|,|343
78611|,|343
78611|,|343
78612|,|365
78613|,|365
78614|,|360
78615|,|354
78616|,|349
78616|,|356
78617|,|358
78618|,|356
78619|,|349
78620|,|344
78621|,|341
78621|,|340
78622|,|336
78623|,|330
78624|,|350
78625|,|665
78626|,|772
78626|,|203
78627|,|680
78628|,|751
78629|,|1023
78630|,|763
78631|,|356
78631|,|323
78632|,|314
78633|,|320
78635|,|325
78636|,|325
78637|,|326
78637|,|336
78638|,|350
78639|,|339
78640|,|333
78641|,|327
78642|,|330
78642|,|333
78643|,|334
78644|,|320
78645|,|309
78646|,|305
78647|,|305
78647|,|303
78648|,|296
78649|,|302
78650|,|371
78651|,|736
78652|,|680
78652|,|92
78653|,|814
78654|,|1023
78655|,|654
78656|,|459
78656|,|340
78657|,|319
78658|,|322
78659|,|328
78660|,|331
78661|,|333
78661|,|335
78662|,|360
78663|,|355
78664|,|347
78665|,|340
78666|,|336
78666|,|343
78667|,|348
78668|,|343
78669|,|330
78670|,|324
78671|,|323
78671|,|322
78672|,|312
78673|,|306
78674|,|325
78675|,|602
78676|,|768
78676|,|197
78678|,|1018
78679|,|914
78680|,|1023
78681|,|769
78682|,|353
78683|,|321
78683|,|314
78684|,|320
78685|,|323
78686|,|325
78687|,|327
78688|,|341
78688|,|357
78689|,|349
78690|,|343
78691|,|336
78692|,|339
78693|,|344
78693|,|343
78694|,|334
78695|,|332
78696|,|330
78697|,|328
78698|,|326
78698|,|318
78699|,|317
78700|,|368
78701|,|1023
78702|,|683
78703|,|105
78703|,|737
78704|,|995
78705|,|1023
78706|,|469
78707|,|332
78708|,|314
78708|,|311
78709|,|312
78710|,|316
78711|,|317
78712|,|320
78713|,|337
78713|,|338
78714|,|331
78715|,|323
78716|,|320
78717|,|327
78718|,|325
78718|,|321
78720|,|313
78721|,|310
78722|,|304
78723|,|302
78724|,|298
78724|,|294
78725|,|303
78726|,|388
78727|,|741
78728|,|677
78729|,|96
78729|,|715
78730|,|1023
78731|,|660
78732|,|455
78733|,|331
78734|,|308
78734|,|306
78735|,|310
78736|,|315
78737|,|317
78738|,|319
78739|,|334
78739|,|338
78740|,|330
78741|,|326
78742|,|323
78743|,|326
78743|,|331
78744|,|333
78745|,|326
78746|,|320
78747|,|317
78748|,|316
78748|,|317
78749|,|312
78750|,|315
78751|,|362
78752|,|1023
78753|,|701
78754|,|125
78754|,|729
78755|,|800
78756|,|1023
78757|,|521
78758|,|327
78759|,|300
78759|,|292
78760|,|298
78761|,|303
78763|,|304
78764|,|303
78765|,|314
78765|,|326
78766|,|320
78767|,|314
78768|,|305
78769|,|308
78770|,|315
78770|,|314
78771|,|304
78772|,|300
78773|,|298
78774|,|299
78775|,|300
78775|,|295
78776|,|296
78777|,|332
78778|,|853
78779|,|741
78780|,|146
78780|,|875
78781|,|1016
78782|,|1023
78783|,|766
78784|,|340
78785|,|312
78785|,|306
78786|,|309
78787|,|312
78788|,|314
78789|,|315
78790|,|323
78790|,|342
78791|,|331
78792|,|326
78793|,|319
78794|,|316
78795|,|323
78795|,|319
78796|,|308
78797|,|296
78798|,|291
78799|,|286
78800|,|281
78800|,|280
78801|,|276
78802|,|291
78803|,|427
78804|,|756
78806|,|666
78806|,|85
78807|,|780
78808|,|953
78809|,|1023
78810|,|475
78811|,|348
78811|,|331
78812|,|325
78813|,|328
78814|,|334
78815|,|338
78816|,|341
78816|,|351
78817|,|360
78818|,|352
78819|,|347
78820|,|340
78821|,|340
78821|,|346
78822|,|347
78823|,|339
78824|,|330
78825|,|323
78826|,|320
78826|,|316
78827|,|314
78828|,|313
78829|,|335
78830|,|623
78830|,|768
78831|,|175
78832|,|0
78833|,|654
78834|,|985
78834|,|802
78835|,|430
78836|,|328
78837|,|306
78838|,|301
78839|,|307
78839|,|313
78840|,|316
78841|,|314
78842|,|323
78843|,|338
78844|,|329
78844|,|323
78845|,|316
78846|,|316
78848|,|323
78849|,|319
78850|,|303
78850|,|294
78851|,|291
78852|,|293
78853|,|292
78854|,|289
78855|,|285
78855|,|302
78856|,|471
78857|,|765
78858|,|406
78859|,|66
78859|,|742
78860|,|919
78861|,|1023
78862|,|478
78863|,|347
78864|,|327
78865|,|323
78865|,|328
78866|,|333
78867|,|336
78868|,|337
78869|,|345
78870|,|361
78870|,|351
78871|,|343
78872|,|336
78873|,|335
78874|,|337
78874|,|328
78875|,|316
78876|,|313
78877|,|311
78878|,|308
78879|,|308
78879|,|309
78880|,|305
78881|,|315
78882|,|447
78883|,|782
78884|,|682
78884|,|109
78885|,|835
78886|,|1023
78887|,|842
78888|,|473
78889|,|349
78891|,|330
78891|,|324
78892|,|329
78893|,|333
78894|,|336
78895|,|337
78895|,|344
78896|,|363
78897|,|353
78898|,|346
78899|,|336
78900|,|333
78900|,|336
78901|,|335
78902|,|328
78903|,|318
78904|,|314
78905|,|315
78905|,|315
78906|,|310
78907|,|305
78908|,|312
78909|,|369
78910|,|1023
78911|,|694
78911|,|146
78912|,|766
78913|,|799
78914|,|1023
78915|,|784
78916|,|351
78916|,|322
78917|,|313
78918|,|314
78919|,|317
78920|,|319
78921|,|322
78921|,|325
78922|,|344
78923|,|336
78924|,|328
78925|,|320
78926|,|317
78926|,|321
78927|,|315
78928|,|308
78929|,|300
78930|,|295
78931|,|290
78931|,|288
78932|,|286
78934|,|284
78935|,|286
78936|,|317
78937|,|762
78937|,|752
78938|,|219
78939|,|833
78940|,|823
78941|,|1023
78942|,|755
78942|,|380
78943|,|333
78944|,|320
78945|,|320
78946|,|328
78947|,|331
78947|,|332
78948|,|331
78949|,|344
78950|,|355
78951|,|347
78952|,|341
78952|,|334
78953|,|335
78954|,|338
78955|,|332
78956|,|322
78957|,|314
78957|,|309
78958|,|308
78959|,|306
78960|,|302
78961|,|299
78961|,|307
78962|,|376
78963|,|1023
78964|,|676
78965|,|129
78966|,|799
78967|,|948
78967|,|1023
78968|,|782
78969|,|350
78970|,|323
78971|,|315
78972|,|316
78972|,|322
78973|,|326
78974|,|331
78976|,|334
78977|,|352
78978|,|345
78978|,|339
78979|,|333
78980|,|325
78981|,|329
78982|,|328
78983|,|325
78983|,|316
78984|,|311
78985|,|305
78986|,|304
78987|,|302
78988|,|302
78988|,|301
78989|,|321
78990|,|577
78991|,|768
78992|,|175
78993|,|6
78993|,|759
78994|,|1023
78995|,|1023
78996|,|433
78997|,|332
78998|,|315
78998|,|309
78999|,|316
79000|,|321
79001|,|319
79002|,|320
79003|,|328
79003|,|347
79004|,|336
79005|,|331
79006|,|323
79007|,|321
79007|,|328
79008|,|326
79009|,|322
79010|,|311
79011|,|305
79012|,|303
79012|,|301
79013|,|296
79014|,|294
79015|,|297
79016|,|323
79017|,|569
79017|,|765
79019|,|183
79020|,|38
79021|,|659
79022|,|996
79023|,|1023
79023|,|470
79024|,|332
79025|,|309
79026|,|300
79027|,|302
79028|,|310
79028|,|313
79029|,|313
79030|,|317
79031|,|336
79032|,|330
79033|,|323
79033|,|312
79034|,|305
79035|,|310
79036|,|313
79037|,|310
79038|,|298
79038|,|291
79039|,|289
79040|,|291
79041|,|290
79042|,|286
79043|,|287
79043|,|308
79044|,|539
79045|,|770
79046|,|219
79047|,|48
79047|,|876
79048|,|1023
79049|,|1023
79050|,|430
79051|,|328
79052|,|312
79053|,|308
79053|,|311
79054|,|316
79055|,|319
79056|,|324
79057|,|329
79058|,|347
79058|,|339
79059|,|333
79060|,|329
79062|,|326
79063|,|330
79064|,|332
79064|,|332
79065|,|323
79066|,|318
79067|,|314
79068|,|312
79068|,|311
79069|,|313
79070|,|311
79071|,|323
79072|,|435
79073|,|736
79073|,|684
79074|,|130
79075|,|803
79076|,|959
79077|,|1023
79078|,|780
79079|,|343
79079|,|314
79080|,|303
79081|,|307
79082|,|312
79083|,|314
79084|,|315
79084|,|316
79085|,|332
79086|,|337
79087|,|326
79088|,|319
79089|,|314
79089|,|318
79090|,|324
79091|,|323
79092|,|314
79093|,|308
79093|,|305
79094|,|300
79095|,|297
79096|,|298
79097|,|294
79098|,|306
79098|,|361
79099|,|1023
79100|,|695
79101|,|152
79102|,|803
79104|,|1019
79105|,|1023
79106|,|784
79106|,|360
79107|,|333
79108|,|321
79109|,|324
79110|,|329
79111|,|335
79111|,|336
79112|,|335
79113|,|348
79114|,|358
79115|,|350
79115|,|341
79116|,|334
79117|,|333
79118|,|341
79119|,|340
79120|,|331
79120|,|325
79121|,|323
79122|,|324
79123|,|323
79124|,|321
79125|,|320
79125|,|330
79126|,|360
79127|,|696
79128|,|762
79129|,|170
79130|,|20
79130|,|31
79131|,|997
79132|,|1023
79133|,|785
79134|,|347
79134|,|322
79135|,|313
79136|,|312
79137|,|317
79138|,|323
79139|,|325
79139|,|322
79140|,|334
79141|,|342
79142|,|335
79143|,|329
79144|,|319
79144|,|317
79145|,|321
79147|,|319
79148|,|308
79149|,|295
79150|,|291
79150|,|293
79151|,|294
79152|,|293
79153|,|290
79154|,|295
79155|,|333
79155|,|812
79156|,|759
79157|,|218
79158|,|0
79159|,|606
79159|,|926
79160|,|1023
79161|,|429
79162|,|320
79163|,|302
79164|,|298
79164|,|299
79165|,|305
79166|,|306
79167|,|310
79168|,|313
79169|,|329
79169|,|321
79170|,|311
79171|,|299
79172|,|288
79173|,|287
79174|,|287
79174|,|288
79175|,|281
79176|,|277
79177|,|275
79178|,|275
79179|,|276
79179|,|279
79180|,|279
79181|,|286
79182|,|339
79183|,|879
79184|,|743
79184|,|209
79185|,|0
79186|,|761
79187|,|924
79188|,|1023
79188|,|452
79190|,|329
79191|,|308
79192|,|304
79193|,|306
79194|,|309
79194|,|312
79195|,|314
79196|,|317
79197|,|337
79198|,|334
79199|,|326
79199|,|317
79200|,|310
79201|,|310
79202|,|305
79203|,|295
79204|,|281
79204|,|281
79205|,|282
79206|,|279
79207|,|281
79208|,|279
79209|,|282
79209|,|308
79210|,|591
79211|,|767
79212|,|194
79213|,|0
79213|,|732
79214|,|1023
79215|,|753
79216|,|448
79217|,|335
79218|,|314
79218|,|309
79219|,|315
79220|,|321
79221|,|324
79222|,|325
79223|,|329
79223|,|349
79224|,|335
79225|,|324
79226|,|307
79227|,|291
79228|,|290
79228|,|293
79229|,|290
79230|,|281
79232|,|279
79233|,|278
79234|,|280
79234|,|281
79235|,|276
79236|,|279
79237|,|314
79238|,|701
79239|,|782
79239|,|199
79240|,|0
79241|,|296
79242|,|1023
79243|,|1023
79243|,|437
79244|,|332
79245|,|309
79246|,|304
79247|,|308
79248|,|315
79248|,|317
79249|,|316
79250|,|327
79251|,|334
79252|,|324
79253|,|311
79253|,|298
79254|,|296
79255|,|287
79256|,|279
79257|,|269
79258|,|263
79258|,|256
79259|,|249
79260|,|245
79261|,|244
79262|,|271
79263|,|659
79263|,|747
79264|,|162
79265|,|890
79266|,|1023
79267|,|1023
79268|,|741
79269|,|324
79269|,|305
79270|,|299
79271|,|306
79272|,|311
79273|,|315
79275|,|317
79275|,|338
79276|,|331
79277|,|321
79278|,|311
79279|,|296
79280|,|281
79280|,|269
79281|,|262
79282|,|248
79283|,|248
79284|,|248
79285|,|246
79285|,|242
79286|,|244
79287|,|271
79288|,|627
79289|,|751
79289|,|207
79290|,|448
79291|,|67
79292|,|1023
79293|,|750
79294|,|363
79294|,|312
79295|,|298
79296|,|295
79297|,|305
79298|,|308
79299|,|309
79299|,|332
79300|,|328
79301|,|318
79302|,|307
79303|,|305
79304|,|299
79304|,|281
79305|,|257
79306|,|241
79307|,|234
79308|,|224
79309|,|215
79309|,|206
79310|,|239
79311|,|894
79312|,|643
79313|,|36
79313|,|761
79314|,|1023
79315|,|775
79316|,|461
79318|,|465
79319|,|446
79320|,|448
79320|,|453
79321|,|448
79322|,|449
79323|,|475
79324|,|469
79325|,|458
79325|,|448
79326|,|447
79327|,|457
79328|,|458
79329|,|439
79329|,|412
79330|,|378
79331|,|369
79332|,|359
79333|,|347
79334|,|364
79334|,|747
79335|,|764
79336|,|172
79337|,|0
79338|,|1023
79339|,|1023
79339|,|794
79340|,|379
79341|,|379
79342|,|427
79343|,|447
79344|,|457
79344|,|468
79345|,|473
79346|,|482
79347|,|476
79348|,|469
79349|,|469
79349|,|479
79350|,|480
79351|,|471
79352|,|465
79353|,|456
79354|,|438
79354|,|403
79355|,|392
79356|,|459
79357|,|774
79358|,|655
79360|,|0
79360|,|809
79361|,|895
79362|,|759
79363|,|385
79364|,|350
79364|,|360
79365|,|399
79366|,|454
79367|,|457
79368|,|467
79369|,|492
79369|,|477
79370|,|465
79371|,|458
79372|,|472
79373|,|478
79373|,|469
79374|,|466
79375|,|466
79376|,|464
79377|,|452
79378|,|422
79378|,|408
79379|,|694
79380|,|775
79381|,|163
79382|,|836
79383|,|693
79383|,|1023
79384|,|504
79385|,|355
79386|,|336
79387|,|341
79388|,|363
79389|,|403
79389|,|424
79390|,|454
79391|,|451
79392|,|441
79393|,|437
79394|,|445
79394|,|450
79395|,|447
79396|,|444
79397|,|441
79398|,|436
79398|,|430
79399|,|412
79400|,|407
79401|,|745
79403|,|757
79404|,|111
79404|,|746
79405|,|1023
79406|,|756
79407|,|401
79408|,|337
79409|,|327
79410|,|340
79410|,|363
79411|,|402
79412|,|415
79413|,|441
79414|,|438
79415|,|426
79415|,|415
79416|,|425
79417|,|429
79418|,|430
79419|,|427
79419|,|421
79420|,|419
79421|,|414
79422|,|401
79423|,|395
79424|,|656
79424|,|774
79425|,|143
79426|,|439
79427|,|869
79428|,|878
79429|,|607
79429|,|351
79430|,|333
79431|,|335
79432|,|347
79433|,|372
79434|,|412
79434|,|440
79435|,|433
79436|,|432
79437|,|422
79438|,|431
79439|,|438
79439|,|432
79440|,|429
79441|,|427
79442|,|428
79443|,|425
79444|,|408
79444|,|414
79446|,|857
79447|,|727
79448|,|90
79449|,|715
79449|,|1023
79450|,|752
79451|,|394
79452|,|333
79453|,|323
79454|,|330
79455|,|338
79455|,|355
79456|,|391
79457|,|430
79458|,|420
79459|,|419
79460|,|411
79460|,|422
79461|,|424
79462|,|421
79463|,|419
79464|,|419
79464|,|414
79465|,|412
79466|,|402
79467|,|420
79468|,|881
79469|,|714
79469|,|93
79470|,|504
79471|,|1023
79472|,|750
79473|,|432
79474|,|328
79474|,|317
79475|,|320
79476|,|330
79477|,|337
79478|,|360
79479|,|424
79479|,|408
79480|,|402
79481|,|401
79482|,|416
79483|,|420
79484|,|411
79484|,|408
79485|,|408
79486|,|409
79488|,|407
79489|,|405
79490|,|453
79490|,|757
79491|,|643
79492|,|0
79493|,|807
79494|,|718
79494|,|754
79495|,|369
79496|,|332
79497|,|323
79498|,|332
79499|,|339
79499|,|357
79500|,|403
79501|,|410
79502|,|400
79503|,|398
79503|,|397
79504|,|408
79505|,|409
79506|,|401
79507|,|400
79508|,|401
79508|,|399
79509|,|391
79510|,|384
79511|,|461
79512|,|773
79513|,|639
79513|,|0
79514|,|695
79515|,|1023
79516|,|752
79517|,|352
79518|,|317
79518|,|312
79519|,|324
79520|,|336
79521|,|352
79522|,|388
79523|,|389
79523|,|386
79524|,|383
79525|,|387
79526|,|394
79527|,|392
79527|,|390
79528|,|390
79529|,|387
79531|,|384
79532|,|378
79533|,|403
79533|,|1008
79534|,|669
79535|,|0
79536|,|767
79537|,|1023
79538|,|752
79538|,|356
79539|,|319
79540|,|312
79541|,|325
79542|,|333
79543|,|350
79543|,|398
79544|,|403
79545|,|398
79546|,|396
79547|,|392
79548|,|399
79548|,|403
79549|,|396
79550|,|393
79551|,|391
79552|,|391
79553|,|387
79553|,|391
79554|,|621
79555|,|766
79556|,|117
79557|,|751
79558|,|682
79558|,|769
79559|,|476
79560|,|331
79561|,|314
79562|,|318
79563|,|331
79563|,|333
79564|,|353
79565|,|406
79566|,|393
79567|,|385
79568|,|383
79568|,|395
79569|,|400
79570|,|392
79571|,|388
79572|,|387
79572|,|387
79574|,|382
79575|,|382
79576|,|569
79577|,|770
79578|,|82
79578|,|819
79579|,|1023
79580|,|767
79581|,|426
79582|,|341
79583|,|329
79583|,|334
79584|,|341
79585|,|346
79586|,|369
79587|,|420
79588|,|407
79588|,|400
79589|,|402
79590|,|413
79591|,|416
79592|,|404
79593|,|404
79593|,|405
79594|,|408
79595|,|404
79596|,|401
79597|,|474
79598|,|776
79598|,|630
79599|,|1023
79600|,|189
79601|,|1023
79602|,|594
79603|,|326
79604|,|303
79604|,|304
79605|,|311
79606|,|317
79607|,|326
79608|,|366
79609|,|378
79609|,|374
79610|,|376
79611|,|390
79612|,|392
79613|,|384
79613|,|385
79614|,|385
79616|,|381
79617|,|371
79618|,|376
79619|,|554
79619|,|767
79620|,|135
79621|,|758
79622|,|1023
79623|,|750
79624|,|400
79625|,|328
79625|,|318
79626|,|328
79627|,|340
79628|,|344
79629|,|370
79630|,|408
79630|,|402
79631|,|398
79632|,|402
79633|,|412
79634|,|415
79634|,|404
79635|,|404
79636|,|403
79637|,|398
79638|,|390
79639|,|392
79639|,|524
79640|,|770
79641|,|196
79642|,|864
79643|,|552
79644|,|588
79644|,|735
79645|,|317
79646|,|298
79647|,|306
79648|,|315
79649|,|316
79649|,|324
79650|,|375
79651|,|369
79652|,|366
79653|,|370
79654|,|378
79654|,|384
79655|,|376
79656|,|374
79657|,|371
79659|,|371
79660|,|364
79660|,|368
79661|,|458
79662|,|783
79663|,|608
79664|,|810
79665|,|1020
79665|,|703
79666|,|431
79667|,|321
79668|,|310
79669|,|317
79670|,|328
79670|,|338
79671|,|364
79672|,|388
79673|,|377
79674|,|374
79675|,|369
79675|,|384
79676|,|389
79677|,|380
79678|,|376
79679|,|376
79680|,|376
79680|,|375
79681|,|366
79682|,|404
79683|,|822
79684|,|672
79685|,|0
79685|,|862
79686|,|1023
79687|,|746
79688|,|364
79689|,|320
79689|,|312
79690|,|320
79691|,|328
79692|,|338
79693|,|386
79694|,|396
79694|,|390
79695|,|392
79696|,|395
79697|,|401
79698|,|397
79699|,|390
79699|,|391
79700|,|391
79702|,|391
79703|,|381
79704|,|409
79705|,|1023
79705|,|669
79706|,|0
79707|,|848
79708|,|1023
79709|,|758
79710|,|361
79710|,|327
79711|,|325
79712|,|337
79713|,|343
79714|,|353
79715|,|401
79715|,|402
79716|,|397
79717|,|397
79718|,|402
79719|,|410
79720|,|404
79720|,|400
79721|,|400
79722|,|397
79723|,|395
79724|,|390
79724|,|404
79725|,|739
79726|,|747
79727|,|95
79728|,|193
79729|,|967
79729|,|750
79730|,|470
79731|,|319
79732|,|301
79733|,|307
79734|,|318
79734|,|319
79735|,|339
79736|,|378
79737|,|368
79738|,|364
79739|,|363
79739|,|375
79740|,|376
79741|,|370
79742|,|369
79744|,|366
79744|,|364
79745|,|363
79746|,|372
79747|,|670
79748|,|749
79749|,|70
79749|,|722
79750|,|1023
79751|,|754
79752|,|380
79753|,|321
79754|,|311
79754|,|322
79755|,|331
79756|,|336
79757|,|368
79758|,|394
79759|,|389
79759|,|385
79760|,|390
79761|,|398
79762|,|400
79763|,|393
79764|,|391
79764|,|390
79765|,|388
79766|,|382
79767|,|390
79768|,|659
79769|,|756
79769|,|89
79770|,|595
79771|,|293
79772|,|747
79773|,|475
79773|,|328
79774|,|312
79775|,|316
79776|,|321
79777|,|326
79778|,|339
79778|,|384
79779|,|382
79780|,|373
79781|,|376
79782|,|391
79783|,|393
79783|,|386
79784|,|385
79785|,|383
79787|,|380
79788|,|374
79789|,|392
79789|,|891
79790|,|701
79791|,|32
79792|,|806
79793|,|1023
79794|,|749
79794|,|366
79795|,|326
79796|,|318
79797|,|327
79798|,|334
79799|,|345
79799|,|396
79800|,|395
79801|,|387
79802|,|385
79803|,|389
79804|,|400
79804|,|396
79805|,|387
79806|,|387
79807|,|389
79808|,|386
79808|,|379
79809|,|410
79810|,|1023
79811|,|661
79812|,|0
79813|,|521
79813|,|969
79814|,|751
79815|,|371
79816|,|320
79817|,|308
79818|,|315
79818|,|324
79819|,|330
79820|,|367
79821|,|379
79822|,|374
79823|,|372
79823|,|385
79824|,|390
79825|,|380
79826|,|377
79827|,|376
79828|,|377
79828|,|371
79830|,|372
79831|,|458
79832|,|787
79833|,|607
79833|,|716
79834|,|1014
79835|,|767
79836|,|407
79837|,|321
79838|,|311
79839|,|316
79839|,|324
79840|,|331
79841|,|355
79842|,|393
79843|,|390
79844|,|384
79844|,|392
79845|,|397
79846|,|396
79847|,|387
79848|,|390
79849|,|390
79849|,|386
79850|,|376
79851|,|394
79852|,|899
79853|,|712
79853|,|39
79854|,|646
79855|,|496
79856|,|746
79857|,|380
79858|,|310
79858|,|300
79859|,|308
79860|,|317
79861|,|319
79862|,|337
79863|,|362
79863|,|362
79864|,|358
79865|,|373
79866|,|378
79867|,|372
79868|,|371
79868|,|372
79869|,|368
79870|,|361
79872|,|360
79873|,|429
79874|,|749
79874|,|617
79875|,|886
79876|,|1023
79877|,|716
79878|,|445
79879|,|339
79879|,|321
79880|,|330
79881|,|339
79882|,|342
79883|,|359
79884|,|396
79884|,|399
79885|,|395
79886|,|398
79887|,|408
79888|,|407
79889|,|398
79889|,|402
79890|,|401
79891|,|395
79892|,|388
79893|,|405
79894|,|820
79894|,|722
79895|,|66
79896|,|707
79897|,|11
79897|,|751
79898|,|415
79899|,|311
79900|,|297
79901|,|306
79902|,|320
79902|,|333
79903|,|354
79904|,|367
79905|,|362
79906|,|361
79907|,|365
79907|,|373
79908|,|370
79909|,|364
79910|,|361
79911|,|360
79912|,|353
79912|,|342
79913|,|384
79915|,|853
79916|,|651
79917|,|1023
79918|,|1023
79919|,|717
79919|,|430
79920|,|329
79921|,|315
79922|,|326
79923|,|337
79924|,|350
79924|,|382
79925|,|400
79926|,|392
79927|,|389
79928|,|391
79929|,|400
79929|,|405
79930|,|397
79931|,|394
79932|,|393
79933|,|392
79934|,|384
79934|,|400
79935|,|886
79936|,|720
79937|,|62
79938|,|669
79938|,|882
79939|,|745
79940|,|373
79941|,|305
79942|,|299
79943|,|308
79943|,|316
79944|,|321
79945|,|364
79946|,|365
79947|,|359
79948|,|357
79948|,|367
79949|,|372
79950|,|369
79951|,|366
79952|,|363
79953|,|360
79953|,|354
79954|,|354
79955|,|446
79956|,|768
79958|,|608
79959|,|836
79959|,|1023
79960|,|757
79961|,|392
79962|,|324
79963|,|315
79964|,|327
79964|,|338
79965|,|354
79966|,|383
79967|,|391
79968|,|389
79969|,|383
79969|,|383
79970|,|390
79971|,|390
79972|,|385
79973|,|381
79974|,|379
79974|,|376
79975|,|367
79976|,|393
79977|,|1023
79978|,|670
79979|,|0
79979|,|1023
79980|,|1023
79981|,|745
79982|,|333
79983|,|304
79984|,|304
79984|,|314
79985|,|320
79986|,|337
79987|,|388
79988|,|379
79989|,|375
79989|,|371
79990|,|381
79991|,|382
79992|,|382
79993|,|383
79994|,|382
79994|,|378
79995|,|371
79996|,|390
79997|,|915
79998|,|709
80000|,|11
80000|,|680
80001|,|1023
80002|,|739
80003|,|342
80004|,|310
80004|,|310
80005|,|321
80006|,|324
80007|,|329
80008|,|377
80009|,|381
80009|,|370
80010|,|365
80011|,|382
80012|,|388
80013|,|385
80014|,|383
80014|,|381
80015|,|379
80016|,|373
80017|,|375
80018|,|461
80019|,|778
80019|,|611
80020|,|773
80021|,|607
80022|,|792
80023|,|525
80024|,|323
80024|,|308
80025|,|315
80026|,|321
80027|,|328
80028|,|345
80029|,|392
80029|,|381
80030|,|370
80031|,|378
80032|,|388
80033|,|391
80034|,|382
80034|,|381
80035|,|380
80036|,|379
80037|,|371
80038|,|402
80039|,|1023
80039|,|661
80040|,|0
80041|,|772
80043|,|1023
80044|,|754
80045|,|343
80045|,|318
80046|,|319
80047|,|328
80048|,|336
80049|,|350
80049|,|406
80050|,|394
80051|,|380
80052|,|376
80053|,|391
80054|,|398
80054|,|392
80055|,|384
80056|,|382
80057|,|383
80058|,|378
80059|,|373
80059|,|465
80060|,|771
80061|,|615
80062|,|793
80063|,|827
80064|,|663
80064|,|513
80065|,|318
80066|,|298
80067|,|307
80068|,|314
80069|,|330
80069|,|351
80070|,|374
80071|,|363
80072|,|359
80073|,|356
80074|,|371
80074|,|375
80075|,|364
80076|,|363
80077|,|361
80078|,|361
80079|,|348
80079|,|363
80080|,|888
80081|,|710
80082|,|21
80083|,|788
80083|,|1023
80084|,|756
80086|,|362
80087|,|331
80088|,|330
80089|,|342
80090|,|353
80090|,|376
80091|,|418
80092|,|412
80093|,|403
80094|,|402
80094|,|413
80095|,|417
80096|,|412
80097|,|410
80098|,|410
80099|,|413
80099|,|409
80100|,|397
80101|,|444
80102|,|839
80103|,|665
80104|,|0
80104|,|0
80105|,|1023
80106|,|749
80107|,|363
80108|,|313
80108|,|304
80109|,|313
80110|,|324
80111|,|334
80112|,|384
80112|,|375
80113|,|369
80114|,|368
80115|,|380
80116|,|384
80117|,|378
80117|,|377
80118|,|376
80119|,|373
80120|,|365
80121|,|363
80122|,|456
80122|,|767
80123|,|562
80124|,|744
80125|,|1023
80126|,|749
80128|,|410
80129|,|336
80129|,|325
80130|,|339
80131|,|355
80132|,|374
80133|,|396
80134|,|407
80134|,|398
80135|,|396
80136|,|396
80137|,|404
80138|,|400
80138|,|393
80139|,|394
80140|,|394
80141|,|394
80142|,|383
80143|,|400
80143|,|915
80144|,|712
80145|,|49
80146|,|638
80147|,|664
80148|,|746
80148|,|370
80149|,|309
80150|,|300
80151|,|307
80152|,|318
80153|,|325
80153|,|369
80154|,|387
80155|,|380
80156|,|377
80157|,|380
80157|,|382
80158|,|374
80159|,|374
80160|,|376
80161|,|374
80162|,|369
80162|,|370
80163|,|480
80164|,|767
80165|,|335
80166|,|763
80167|,|1023
80168|,|751
80168|,|385
80169|,|319
80171|,|310
80172|,|320
80173|,|333
80174|,|343
80174|,|384
80175|,|399
80176|,|391
80177|,|387
80178|,|393
80178|,|395
80179|,|391
80180|,|388
80181|,|387
80182|,|381
80183|,|375
80183|,|366
80184|,|394
80185|,|1023
80186|,|662
80187|,|0
80188|,|448
80188|,|1023
80189|,|739
80190|,|336
80191|,|296
80192|,|293
80193|,|304
80193|,|311
80194|,|333
80195|,|381
80196|,|376
80197|,|370
80198|,|368
80198|,|375
80199|,|378
80200|,|368
80201|,|369
80202|,|371
80203|,|364
80203|,|354
80204|,|362
80205|,|592
80206|,|758
